model,truth
27.16291046142578,27.62662696838379
28.82047462463379,27.872791290283203
28.381139755249023,27.135189056396484
27.513954162597656,25.522045135498047
27.42415428161621,25.02023696899414
27.386512756347656,25.682140350341797
24.726837158203125,26.21422576904297
27.9255428314209,29.038921356201172
26.079870223999023,23.73598861694336
30.78553581237793,30.40575408935547
35.48666000366211,28.00002098083496
33.575923919677734,25.321578979492188
31.462167739868164,23.98029899597168
28.961563110351563,27.16475486755371
23.382125854492188,21.453081130981445
31.496150970458984,24.451383590698242
32.00773239135742,29.710304260253906
26.359176635742188,26.228116989135742
33.679595947265625,28.486534118652344
31.85333251953125,30.2404842376709
29.054519653320313,30.901723861694336
28.690629959106445,28.762609481811523
36.60165786743164,25.99430274963379
27.030752182006836,27.335519790649414
28.745452880859375,23.974409103393555
30.55765151977539,24.977893829345703
26.51007843017578,26.01521110534668
32.27738952636719,23.774921417236328
31.036163330078125,28.436721801757813
28.712066650390625,28.48825454711914
30.799745559692383,28.013139724731445
27.09370994567871,28.969770431518555
25.634540557861328,27.113616943359375
23.66170883178711,25.851572036743164
25.635534286499023,27.36811637878418
27.574853897094727,27.086854934692383
34.94245147705078,29.498056411743164
36.398826599121094,28.86055564880371
30.859474182128906,24.985097885131836
28.605669021606445,27.907123565673828
25.297441482543945,28.212200164794922
25.22258186340332,24.854568481445313
28.61475372314453,30.698238372802734
32.76327896118164,27.60047149658203
30.78278160095215,28.885896682739258
31.021926879882813,28.791301727294922
26.88915252685547,27.591297149658203
28.267412185668945,31.70553970336914
33.32457733154297,26.818761825561523
28.45569610595703,31.812904357910156
28.777780532836914,30.281503677368164
28.315021514892578,30.413732528686523
30.835466384887695,26.49762535095215
25.986181259155273,29.289167404174805
26.33908462524414,25.834016799926758
31.350963592529297,27.553014755249023
30.968982696533203,24.749242782592773
34.54314422607422,27.481592178344727
40.137474060058594,27.340988159179687
28.625587463378906,26.902393341064453
32.10157012939453,28.10810089111328
36.178619384765625,28.011730194091797
31.62143325805664,22.34001350402832
27.781126022338867,22.62078285217285
37.690120697021484,27.43612289428711
26.966081619262695,26.245447158813477
30.73347282409668,27.166425704956055
37.73278045654297,29.653949737548828
30.889278411865234,23.775569915771484
32.693538665771484,27.946897506713867
38.33151626586914,27.782943725585938
38.04856491088867,27.43367576599121
31.36729621887207,28.34348487854004
29.537052154541016,24.815149307250977
30.141752243041992,27.684389114379883
28.606462478637695,23.7733154296875
28.678279876708984,27.73080062866211
23.956233978271484,29.93744659423828
31.830034255981445,28.434743881225586
31.702713012695312,28.02944564819336
33.750545501708984,26.631237030029297
