model,truth
37.53926086425781,33.174495697021484
41.48230743408203,34.40658187866211
39.71930694580078,38.05344009399414
39.45323181152344,36.09381103515625
41.12763214111328,36.57862854003906
40.912723541259766,32.66614532470703
39.81646728515625,33.553775787353516
40.071598052978516,34.33232116699219
40.42679977416992,35.41627883911133
40.35932540893555,32.51866912841797
43.022186279296875,35.40482711791992
38.12021255493164,34.9105110168457
38.81123733520508,36.54617691040039
40.402549743652344,30.90457534790039
41.333885192871094,34.32024002075195
35.2311897277832,36.85763168334961
40.234596252441406,33.7650146484375
39.80875015258789,35.29197311401367
35.90935516357422,31.732419967651367
42.04751205444336,35.70695114135742
39.22177505493164,36.19227600097656
39.54141616821289,36.11667251586914
40.9366569519043,37.692909240722656
40.694580078125,36.064292907714844
40.80951690673828,37.0014533996582
43.11191940307617,38.217674255371094
41.57129669189453,36.81125259399414
42.28059005737305,38.0748291015625
40.91465377807617,37.160709381103516
40.00708770751953,37.73076248168945
40.360992431640625,37.83077621459961
41.75880813598633,34.95264434814453
40.67510986328125,38.0631217956543
41.07201385498047,38.19329833984375
43.24848937988281,37.45846939086914
41.43998336791992,35.597747802734375
40.64332580566406,37.30400085449219
39.11632537841797,39.09514617919922
38.99931716918945,38.21459197998047
37.79538345336914,39.43580627441406
41.99588394165039,37.10563659667969
40.548919677734375,37.908180236816406
36.92386245727539,38.91380310058594
41.969478607177734,40.188011169433594
42.275115966796875,37.78464889526367
41.500614166259766,35.52120590209961
42.0036506652832,37.59886932373047
40.07219314575195,38.072017669677734
41.847198486328125,38.165069580078125
44.256893157958984,37.44853973388672
42.416236877441406,36.60133361816406
42.19681167602539,39.11323928833008
41.3558349609375,39.26702117919922
40.429962158203125,38.42674255371094
39.06951904296875,37.03026580810547
42.005348205566406,38.74720764160156
41.66558074951172,35.4999885559082
38.58080291748047,38.37392807006836
41.904327392578125,34.5897216796875
43.28766632080078,35.592227935791016
35.23679733276367,39.000030517578125
41.04808807373047,36.9655647277832
41.80021286010742,38.636390686035156
37.69058609008789,38.48337936401367
42.18365478515625,39.04601287841797
42.65507507324219,38.02671813964844
38.37092208862305,39.45813751220703
42.376644134521484,38.838584899902344
40.402923583984375,38.923194885253906
35.8221321105957,38.22867202758789
40.96461868286133,37.627750396728516
41.8967399597168,35.12105941772461
38.27293014526367,36.56367874145508
41.652069091796875,38.08692169189453
42.62548065185547,37.73280715942383
35.93296813964844,38.748233795166016
42.57767868041992,37.86701202392578
42.650543212890625,36.15445327758789
34.25171661376953,40.72430419921875
42.08135986328125,38.389522552490234
40.581661224365234,38.784324645996094
